DAYANG DY100-31
DAYANG DY110-20
DAYANG DY125-18
DAYANG DY125-36A
DAYANG DY125-37
DAYANG DY125-5
DAYANG DY125-52
DAYANG DY150-12
DAYANG DY200
DAYANG DY50
DAYUN CARGO 150
DAYUN CARGO 200
DAYUN CITY
DAYUN DY125-8
DAYUN DY150GY
DAYUN DY250-2
DAYUN PHANTON
DAYUN SPACE
DAYUN SUMMER
DERBI ATLANTIS
DERBI GPR
DERBI PREDATOR
DERBI RED BULLET
DERBI REPLICAS
DERBI SENDA
DITALLY BRUTTUS
DITALLY JOY PLUS
DITALLY OUTCROSS
DITALLY PASSION
DITALLY PIT BULL
DITALLY TREND
DITALLY WAKE 500
DUCAR 150
DUCATI 1098
DUCATI 1198
DUCATI 749
DUCATI 848
DUCATI 996
DUCATI 998
DUCATI 999
DUCATI 999R
DUCATI DESMOSEDICI
DUCATI DIAVEL
DUCATI HYPERMOTARD
DUCATI MONSTER
DUCATI MULTISTRADA
DUCATI SPORTCLASSIC
DUCATI SS
DUCATI ST-2
DUCATI ST-4
DUCATI STREETFIGHTER
EMME MIRAGE
EMME ONE
EMME ONE RACING
FBM KAPRA
FBM MZ 250
FBM PASSEIO
FBM RALLYE
FYM FY100-10A
FYM FY125-19
FYM FY125-20
FYM FY125EY-2
FYM FY125Y-3
FYM FY150-3
FYM FY150T-18
FYM FY250
GARINNI GR 125 S ST
GARINNI GR 125 Z
GARINNI GR 150 P PI
GARINNI GR 500
GARINNI GR08T4
GARINNI GR125T3
GARINNI GR125U
GARINNI GR150ST
GARINNI GR150T3
GARINNI GR150TI
GARINNI GR150U
GARINNI GR250T3
GARINNI GRI 50
GAS BOY
GAS ENDUCROSS
GAS MC
GAS PAMPERA
GAS ROOKIE ENDURO
GAS TX BOY
GAS TXT
GAS TXT ROOKIE
GREEN EASY
GREEN RUNNER
GREEN SAFARI
GREEN SPORT
HAOBAO HB-110
HAOBAO HB-125
HAOBAO HB-150
HAOBAO HB-50
HARLEY-DAVIDSON CVO
HARLEY-DAVIDSON DYNA
HARLEY-DAVIDSON SOFTAIL
HARLEY-DAVIDSON SPORTSTER
HARLEY-DAVIDSON TOURING ELECTRA GLIDE
HARLEY-DAVIDSON TOURING ROAD KING
HARLEY-DAVIDSON TOURING STREET GLIDE
HARLEY-DAVIDSON V-ROD
HARTFORD LEGION
HERO ANKUR
HERO PUCH
HERO STREAM
HONDA AERO CBX 150
HONDA AMERICA
HONDA BIZ 100 C100 125 C125
HONDA BOLDOR CB 900
HONDA CB 1000R
HONDA CB 125
HONDA CB 1300
HONDA CB 250 250F
HONDA CB 300R 300 CB300
HONDA CB 400
HONDA CB 50
HONDA CB 500
HONDA CB HORNET 600
HONDA CBF 600
HONDA CBR 1000F 1000
HONDA CBR 250
HONDA CBR 400RR 400
HONDA CBR 450
HONDA CBR 600
HONDA CBX 1000
HONDA CBX 750F 750
HONDA CD 125
HONDA CG 125
HONDA CG CARGO/JOB
HONDA CG FAN
HONDA CG TIT TITAN 125 150 160
HONDA CG TODAY
HONDA CH 125R
HONDA CR 125
HONDA CR 250
HONDA CR 85
HONDA CRF 110 150 110/150
HONDA CRF 230 230F 250 250F
HONDA CRF 450
HONDA CT 125 HUNTER
HONDA DREAM
HONDA DUTY
HONDA FIREBLADE CBR
HONDA FURY
HONDA GL GOLD WING
HONDA HERO
HONDA LEAD
HONDA MAGNA VF 750C
HONDA ML 125
HONDA NC 700X 700
HONDA NSR 500
HONDA NX 150 200 250
HONDA NX 350 SAHARA
HONDA NX 400 FALCON
HONDA NX DOMINATOR 650
HONDA NXR 150 BROS BROZ
HONDA PACIFIC COAST
HONDA PAN-EUROPEAN ST
HONDA PC 50
HONDA PCX
HONDA POP 100
HONDA RC
HONDA SHADOW
HONDA STRADA CBX 200
HONDA STUNNER
HONDA SUPER HAWK
HONDA SUPERBLACKBIRD CBR 1100XX
HONDA TORNADO XR 250
HONDA TRX
HONDA TURUNA 125
HONDA TWIN XRV 750 AFRICA
HONDA TWISTER CBX 250
HONDA VALKYRIE
HONDA VARADERO XL 1000V
HONDA VFR 1200
HONDA VLR 350
HONDA VTR
HONDA VTX
HONDA XL 700V TRANSALP
HONDA XL XLS 125 XL125 XL125S
HONDA XLR
HONDA XLX
HONDA XR
HONDA XRE 300
HUSABERG FE
HUSQVARNA CR
HUSQVARNA HUSQY
HUSQVARNA SM
HUSQVARNA SMR
HUSQVARNA TC
HUSQVARNA TE
HUSQVARNA WR
HUSQVARNA WRE
INDIAN CHIEF CLASSIC
INDIAN CHIEF VINTAGE
INDIAN CHIEFTAIN
IROS ACTION
IROS BRAVE
IROS IZY 50
IROS MATRIX
IROS MOVING
IROS ONE
IROS VINTAGE
IROS WARRIOR
JIAPENG VOLCANO JP
JOHNNYPAG BARHOG
JOHNNYPAG PROSTREET
JOHNNYPAG SPYDER
JONNY
JONNY ATLANTIC
JONNY HYPE
JONNY NAKED
JONNY ORBIT
JONNY PEGASUS
JONNY QUICK
JONNY RACER
JONNY TEXAS
JONNY TR
KAHENA AMAZONAS
KAHENA DUAL
KAHENA TOP
KART
KASINSKI COMET GT 150
KASINSKI COMET GT 250
KASINSKI COMET GT 650
KASINSKI COMET GT-R 250
KASINSKI COMET GT-R 650
KASINSKI CRUISE
KASINSKI CRZ
KASINSKI ERO
KASINSKI FLASH
KASINSKI FURIA
KASINSKI GF
KASINSKI MAGIK
KASINSKI MIDAS
KASINSKI MIRAGE 150 250
KASINSKI MOTOKAR
KASINSKI PRIMA
KASINSKI RX
KASINSKI SETA
KASINSKI SOFT
KASINSKI SUPER CAB
KASINSKI TN
KASINSKI WAY
KASINSKI WIN
KAWASAKI AVAJET
KAWASAKI BAIO
KAWASAKI CONCOURS
KAWASAKI D-TRACKER
KAWASAKI ELIMINATOR
KAWASAKI ER-5
KAWASAKI ER-6N ER6N ER-6F ER6F
KAWASAKI GTR
KAWASAKI KDX
KAWASAKI KLE
KAWASAKI KLR
KAWASAKI KLX 110 140 110/140
KAWASAKI KLX 250 300 250/300
KAWASAKI KLX 400 450 400/450
KAWASAKI KX 100 125 100/125
KAWASAKI KX 250
KAWASAKI KX 450 500 450/500
KAWASAKI KX 65 85 65/85
KAWASAKI KZ
KAWASAKI MAXI
KAWASAKI NINJA 1000
KAWASAKI NINJA 1100
KAWASAKI NINJA 1200
KAWASAKI NINJA 1400
KAWASAKI NINJA 250
KAWASAKI NINJA 300
KAWASAKI NINJA 600
KAWASAKI NINJA 700
KAWASAKI NINJA 900
KAWASAKI SUPER SHERPA
KAWASAKI VERSYS
KAWASAKI VERSYS 1000
KAWASAKI VERSYS CITY
KAWASAKI VERSYS GRAND TOURER
KAWASAKI VERSYS TOURER
KAWASAKI VOYAGER
KAWASAKI VULCAN
KAWASAKI Z1000
KAWASAKI Z750
KAWASAKI Z800
KAWASAKI ZR
KAWASAKI ZRX
KAWASAKI ZZR
KIMCO DJW
KIMCO MBOY
KIMCO PEOPLE
KIMCO ZING
KTM ADVENTURE 1190
KTM ADVENTURE 990 BAJA
KTM DUKE 690
KTM ENDURO 690 R
KTM EXC 350
KTM EXC 500
KTM RC8 1190 R
KTM SM 990 T
KTM SX 125
KTM SX 150
KTM SX 250
KTM SX 350
KTM SX 450
KTM SX 50
KTM SX 505
KTM SX 65
KTM SX 85
KTM SX-F 450
KTM XC 150
KTM XC 200
KTM XC 250
KTM XC 300
KTM XC 450
KTM XC 525
KTM XC-F/W 450
LAMBRETA
LANDUM TRUCK MOTO
LAQUILA AKROS
LAQUILA ERGON
LAQUILA NIX
LAVRALE QUATTOR
LERIVO FORMIGAO
LIFAN CARGO
LIFAN CC125
LIFAN CC150
LIFAN COOL STAR 125
LIFAN CROSS
LIFAN GLOW 110S
LIFAN HIKER
LIFAN IV
LIFAN JOJO 110
LIFAN KP150
LIFAN KP150F
LIFAN LF100
LIFAN LF125
LIFAN LF125
LIFAN PK110F
LIFAN PK125
LIFAN POWER KING
LIFAN POWER MAN 250
LIFAN STEED 250
LIFAN TB125
LIFAN TRAVELLER
LIFAN X3
LON-V LUXE DE
LON-V LY
LON-V RETRO E
MAHINDRA DURO
MAHINDRA RODEO
MALAGUTI CIAK
MALAGUTI SPIDER
MARVA FOX 150R 150
MARVA HERCULES 200
MARVA HS FIRE 150
MARVA LF250ST
MARVA LF400ST
MARVA ONIX 50R 50
MARVA UFO 50
MARVA VR WIND 150
MIZA DRAGO
MIZA EASY
MIZA FAST
MIZA SKEMA
MIZA VITE
MOBILETE
MOTO GUZZI CALIFORNIA
MOTO GUZZI LE MANS
MOTO GUZZI QUOTA
MOTO GUZZI V11
MRX 230R 230
MV AUGUSTA BRUTALE
MV AUGUSTA F4
MVK BIG FORCE
MVK BLACK STAR
MVK BRX
MVK DUAL
MVK FENIX
MVK FENIX GOLD
MVK FOX
MVK GO
MVK HALLEY
MVK JURASIC
MVK MA
MVK SIMBA
MVK SPORT
MVK SPYDER
MVK STREET
MVK SUPER
MVK XRT
ORCA AX
ORCA JC
ORCA QM
PEGASSI BR III
PEUGEOT BUXY
PEUGEOT ELYSEO
PEUGEOT SCOOTELEC
PEUGEOT SPEEDAKE
PEUGEOT SPEEDFIGHT
PEUGEOT SQUAB
PEUGEOT TREKKER
PEUGEOT VIVACITY
PEUGEOT ZENITH
PIAGGIO BEVERLY
PIAGGIO LIBERTY
PIAGGIO MP3
PIAGGIO NRG
PIAGGIO RUNNER
PIAGGIO VESPA
PIAGGIO ZIP
POLARIS BRUTUS
POLARIS OUTLAW 50
POLARIS OUTLAW 90
POLARIS PHOENIX 200
POLARIS RANGER 400
POLARIS RANGER 570
POLARIS RANGER 6X6
POLARIS RANGER 800
POLARIS RANGER CREW 570
POLARIS RANGER CREW 800
POLARIS RANGER CREW 900
POLARIS RANGER CREW DIESEL
POLARIS RANGER DIESEL
POLARIS RANGER EV
POLARIS RANGER MIDSIZE 800
POLARIS RANGER XP 900
POLARIS RZR 1000 4
POLARIS RZR 170
POLARIS RZR 570
POLARIS RZR 800
POLARIS RZR 800 4
POLARIS RZR 800 S
POLARIS RZR 900
POLARIS RZR 900 4
POLARIS RZR XC 800
POLARIS RZR XP 1000
POLARIS SCRAMBLER XP 1000 EPS
POLARIS SCRAMBLER XP 850 HO
POLARIS SPORTSMAN 570
POLARIS SPORTSMAN 90
POLARIS SPORTSMAN BIG BOSS 800 6X6
POLARIS SPORTSMAN EFI 800
POLARIS SPORTSMAN EPS 550
POLARIS SPORTSMAN HO 400
POLARIS SPORTSMAN TOURING 550
POLARIS SPORTSMAN TOURING 570
POLARIS SPORTSMAN TOURING 850
POLARIS SPORTSMAN WV850 HO
POLARIS SPORTSMAN X2 550
POLARIS SPORTSMAN XP 850
REGAL RAPTOR BLACK JACK
REGAL RAPTOR FENIX GOLD
REGAL RAPTOR GHOST
REGAL RAPTOR SPYDER
SANYANG ENJOY
SANYANG HUSKY
SANYANG PASSING
SCOOTER
SHINERAY BIKE 50
SHINERAY BRAVO 200
SHINERAY CARGO 200
SHINERAY CUSTOM 250
SHINERAY DISCOVER 250
SHINERAY EAGLE 50
SHINERAY EXPLORER 150
SHINERAY F35/F40
SHINERAY FUTURE 150
SHINERAY INDIANAPOLIS 200
SHINERAY JET 125
SHINERAY JET 50
SHINERAY LIBERTY 50
SHINERAY MAX 150
SHINERAY NEW 200
SHINERAY NEW 50
SHINERAY NEW WAVE 125
SHINERAY PHOENIX 50
SHINERAY RACING 200
SHINERAY RETRO 50
SHINERAY STRONG 250
SHINERAY SUPER SMART 50
SHINERAY VENICE 50
SHINERAY X2 250
SHINERAY XY 250
SIAMOTO SCROSS
SUNDOWN AKROS
SUNDOWN ERGON
SUNDOWN FIFTY
SUNDOWN FUTURE
SUNDOWN HUNTER
SUNDOWN MAX
SUNDOWN PALIO
SUNDOWN PGO
SUNDOWN STX
SUNDOWN STX MOTARD
SUNDOWN SUPER FIFTY
SUNDOWN VBLADE
SUNDOWN WEB
SUNDOWN WEB EVO
SUZUKI ADDRESS
SUZUKI AE 50
SUZUKI B-KING GSX 1300
SUZUKI BANDIT 1200
SUZUKI BANDIT 250
SUZUKI BANDIT 400
SUZUKI BANDIT 600
SUZUKI BANDIT GSF 750
SUZUKI BOULEVARD
SUZUKI BURGMAN AN
SUZUKI DR
SUZUKI FREEWIND 650
SUZUKI GS 500
SUZUKI GSI
SUZUKI GSR
SUZUKI GSX
SUZUKI GSX-R GIXXER SRAD GIXXER/SRAD
SUZUKI GT
SUZUKI HAYABUSA
SUZUKI INTRUDER
SUZUKI INTRUDER CUSTOM
SUZUKI JOB
SUZUKI KATANA
SUZUKI LETS II
SUZUKI LT
SUZUKI MARAUDER GZ
SUZUKI MARAUDER VZ
SUZUKI RF
SUZUKI RM 250
SUZUKI RV
SUZUKI SAVAGE
SUZUKI SV
SUZUKI TL
SUZUKI V-STROM DL STROM
SUZUKI VX 800
SUZUKI YES EN 125
TARGOS TRIMOTO
TRAXX BEST
TRAXX CJ
TRAXX DUNNA 600
TRAXX FLY 135
TRAXX JH
TRAXX JL
TRAXX JOTO 135
TRAXX MOBY 50
TRAXX MONTEZ 250
TRAXX SHARK
TRAXX SKY 125
TRAXX STAR 50
TRAXX VICO
TRAXX WORK 125
TRICICLO
TRIUMPH ADVENTURER
TRIUMPH BONNEVILLE
TRIUMPH DAYTONA
TRIUMPH LEGEND
TRIUMPH ROCKET
TRIUMPH SCRAMBLER
TRIUMPH SPEED TRIPLE
TRIUMPH SPRINT
TRIUMPH STREET TRIPLE
TRIUMPH THRUXTON
TRIUMPH THUNDERBIRD
TRIUMPH TIGER
TRIUMPH TRIDENT
TRIUMPH TROPHY
TRIUMPH TT-600
VENTO REBELLIAN
VENTO TRITON
VENTO VTHUNDER
VICTORY BOARDWALK
VICTORY CORY NESS CROSS COUNTRY TOUR
VICTORY CROSS COUNTRY
VICTORY CROSS COUNTRY 8-BALL
VICTORY CROSS COUNTRY TOUR
VICTORY CROSS COUNTRY TOUR ANNIVERSARY
VICTORY CROSS ROADS 8-BALL
VICTORY CROSS ROADS CLASSIC
VICTORY HAMMER 8-BALL
VICTORY HARD-BALL
VICTORY HIGH-BALL
VICTORY JACKPOT
VICTORY JUDGE
VICTORY NESS CROSS COUNTRY
VICTORY NESS VISION
VICTORY VEGAS 8-BALL
VICTORY VISION TOUR
VICTORY ZACH NESS CROSS COUNTRY
WALK MACHINE
WOLVER KN 125 S
WOLVER KN 150
WOLVER KN 50 S
WUYANG WY
X MOTOS XM
YAMAHA AEROX
YAMAHA ALBA
YAMAHA AXIS
YAMAHA BWS
YAMAHA CRYPTON T115 115 100 110
YAMAHA DRAG STAR
YAMAHA DT 200
YAMAHA DT 50
YAMAHA EC-02
YAMAHA ECCY
YAMAHA FACTOR YBR 125 YBR125
YAMAHA FAZER FZ1
YAMAHA FAZER FZ6
YAMAHA FAZER YS150 150
YAMAHA FAZER YS250 250
YAMAHA FJR1300
YAMAHA FROG
YAMAHA FS1
YAMAHA FZ-09
YAMAHA FZR1000 1000
YAMAHA FZR250 250
YAMAHA FZR400 400
YAMAHA FZR600 600
YAMAHA GLADIATOR
YAMAHA GRIZZLY
YAMAHA JOG
YAMAHA LAGEND
YAMAHA LANDER XTZ 250
YAMAHA LIBERO
YAMAHA MAJESTY
YAMAHA MEST
YAMAHA MIDNIGHT STAR XVS
YAMAHA MORPHOUS
YAMAHA MT-01
YAMAHA MT-03
YAMAHA MT-07
YAMAHA NEO AT
YAMAHA PAS
YAMAHA PASSOL
YAMAHA QT50
YAMAHA RD 135
YAMAHA RD 50
YAMAHA RD VIUVA NEGRA 350
YAMAHA ROYAL STAR
YAMAHA RX
YAMAHA SR500 500
YAMAHA SRX 400
YAMAHA SRX 600
YAMAHA TDM
YAMAHA TDR 180
YAMAHA TMAX
YAMAHA TRX
YAMAHA TT 125
YAMAHA TT-R
YAMAHA TX500 500
YAMAHA TZ 250
YAMAHA TZR
YAMAHA V-MAX 1200
YAMAHA V-MAX 1680
YAMAHA V-STAR
YAMAHA VIRAGO 1400
YAMAHA VIRAGO 250
YAMAHA VIRAGO 400
YAMAHA VIRAGO 535
YAMAHA VIRAGO 750
YAMAHA WR 250F 250
YAMAHA WR 450F 450
YAMAHA XF50X
YAMAHA XJ6
YAMAHA XJR
YAMAHA XR180 XR 180
YAMAHA XS1100 XS 1100
YAMAHA XS400 XS 400
YAMAHA XS500 XS 500
YAMAHA XS650 XS 650
YAMAHA XS750 XS 750
YAMAHA XS850 XS 850
YAMAHA XT 225
YAMAHA XT 600
YAMAHA XT 660R 660
YAMAHA XT TENERE 1200 1200Z SUPER
YAMAHA XT TENERE 660Z 660
YAMAHA XTZ 125
YAMAHA XTZ CROSSER 150
YAMAHA XTZ TENERE 250
YAMAHA XTZ TENERE 750 SUPER
YAMAHA XZ 550
YAMAHA YFM 700R 700
YAMAHA YFS
YAMAHA YZ 125
YAMAHA YZ 250
YAMAHA YZ 450
YAMAHA YZ 85LW
YAMAHA YZF 600R 600
YAMAHA YZF R1
YAMAHA YZF R6
YAMAHA YZR 500
ZONGSHEN ZS 125
ZONGSHEN ZS 200
